,id,premise,hypothesis,lang_abv,language,label
5459,1b00c69f5c,The last 12 years of his life are a blank.,He spent the last 12 years of his life in an alcoholic blackout,en,English,1
5460,7793908ec0,i know that i didn't much uh-huh oh,I did it a lot.,en,English,2
5461,5ca927240d,"Children, especially boys, are seen as a blessing and are treated with indulgence, fussed over by mothers and grandmothers.",Male children are considered a blessing for family.,en,English,0
5463,496c7db4a4,"The Saving Mystery, or Where Did the Money Go?",The mystery of saving.,en,English,0
5464,51df26e12d,that they don't show local,The local that tehy don't show is local sports.,en,English,1
5465,b0e359c5db,"A group of guys went out for a drink after work, and sitting at the bar was a real  a 6 foot blonde with a fabulous face and figure to match.",A stunning six foot blonde woman sat at the bar with the men after work. ,en,English,0
5468,bfeae81a53,Fixing current levels of damage would be impossible.,Fixing the damage could never be done.,en,English,0
5469,b9d925ac94,"To be sure, not all auctions are rip-offs.",Not all auctions sell high priced goods.,en,English,1
5472,b15356a03a,i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that wouldn't have been a problem,The buffaloes didn't stop to graze for a long time.,en,English,1
5478,f820466667,Bork shuddered.,Bork shuddered because he was starting to feel cold.,en,English,1
5481,99a7838b18,"It can be done, he said at last. ",It is impossible. ,en,English,2
5482,b012d70b4d,The census of 1931 served as an alarm signal for the Malay national consciousness.,The 1931 Malay census was an alarm bell.,en,English,0
5485,b12cfa2503,so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home together,They weren't able to be home with their child and ended up getting childcare instead.,en,English,2
5486,2454d9ef47,"For fiscal year 1996, Congress determined that the Commission should recover $126,400,000 in costs, an amount 8.6 percent higher than required in fiscal year 1995.",Commission will use the extra 8.6 percent to build more roads. ,en,English,1
5489,f89682edac,Climate changes had already had the effect of reducing the amount of forest land; the monks accelerated this process by clearing many more acres in order to make room for ever-growing herds of sheep.,The effect of reducing the amount of forest land is habitats will be destroyed.,en,English,1
5492,96e2a1eb1e,"Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.","If he runs for President, Trump will most likely spend millions on his campaign. ",en,English,0
5493,4e18e5671d,"SSA will consider the comments received by April 14, 1997, and will issue revised regulations if necessary.",Regulations are not to be revised under any circumstances.,en,English,2
5495,dd7141c1c1,"If anything, ultimate fighting is safer and less cruel than America's blood sport.",America's blood sport is more commonly known as boxing. ,en,English,1
5496,c0581073b4,"But if Clinton consents, censure and community service can proceed.",The censure and community service are very important.,en,English,1
5497,ed1d1e9341,well his knees were bothering him yeah,His knees were giving him problems.,en,English,0
5498,4f0d10640c,Turns out that Bill got one letter last year that just tore at his heartstrings.,Bill got two letters last year that tore at his heartstrings.,en,English,2
5501,6b8dd03a2f,"Named after the city gentleman and infamous burglar, it is one of the best-known pubs in the city.",The well-known pub was named after a burglar.,en,English,0
5503,1acd0ff70e,"Good-bye."" Julius was bending over the car.",Julius said good bye at the car.,en,English,0
5504,d027d6cb6c,"We still espouse a God-given right of human beings to use the environment for their benefit, says Barrett Duke of the Southern Baptists.",Human beings are entitled to the environment.,en,English,0
5505,6dc00472f4,"Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.",Prototyping is important.,en,English,1
5506,2e94b71d66,"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.",Thousands of auditors across the country have visited the site in recent weeks.,en,English,1
5510,65aa299130,yeah okay you go ahead,"Yeah, you go ahead, okay. ",en,English,0
5511,51ed33fadd,"Aswan became a backwater following the decline of the Egyptian Empire, far removed from power bases at Alexandria and Cairo.",Aswan was out of favor with Egyptians until a dam was built.  ,en,English,1
5512,bfdf5b476a,Look out for that overseer up there.,Be careful of the overseer.,en,English,0
5514,72a5ff51a1,i know because i think i've been reading i read this ten years ago that they were having these big uh um rallies and people would be in the streets flashing signs statehood yes and other people would statehood down the statehood it's it down there if you're um familiar with their politics they uh it's very uh i i don't know it's called Latino there they have loudspeakers on their cars and they run down the neighborhood saying vote for you know Pierre he's or uh Pedro uh Pedro he's the best it's it's really kind of comical,"If I was there, I would have voted for Pedro.",en,English,1
5515,897a9fb58a,so i don't completely agree with that either,And I totally agree with that too.,en,English,2
5516,1c268d3903,"Although it's hard to disagree with James Surowiecki's roasting of Wade Cook in The Book on Cook, Surowiecki's assertion that the equity stock option market is simply a big casino that contribute[s] nothing to the smooth functioning of capital markets is both wrong and silly.",Wade Cook wrote The Book on Cook.,en,English,2
5518,d5da95d3bc,"In some cases, members initially participated because of an existing trust relationship with individual leaders or sponsors, and it was a challenge to keep them returning until they saw value in participating and had built trust with other members.",The trust members built themselves was more important than the trust they made with the leaders.,en,English,1
5521,a71bf251a5,"As a result of these procedures, the Department estimates an annual net savings of $545 million.","An annual net savings of $545 million has been estimated by the Department, says the report.",en,English,0
5522,f740147666,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,en,English,2
